target_url,target_url_domain,target_url_agency_owner,target_url_bureau_owner,Analysis
westover.jobcorps.gov,jobcorps.gov,Department of Labor,Employment and Training Administration (ETA) - Office of Job Corps,Site Errors Out
whitehousecommsagency.mil,whitehousecommsagency.mil,Department of Defense,,www. required or site not present at targeted address
whiteman.af.mil,af.mil,Department of Defense,Air Force,www. required
whitneymyoung.jobcorps.gov,jobcorps.gov,Department of Labor,Employment and Training Administration (ETA) - Office of Job Corps,Site Errors Out
whs.mil,whs.mil,Department of Defense,,www. required
wise.er.usgs.gov,usgs.gov,Department of the Interior,U.S. Geological Survey,Site Errors Out
wlci.gov,wlci.gov,Department of the Interior,U.S. Geological Survey,Resolve to different Final URLs depending on if www. is included or not
woodstock.jobcorps.gov,jobcorps.gov,Department of Labor,Employment and Training Administration (ETA) - Office of Job Corps,Site Errors Out
worldview.earthdata.nasa.gov,nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,Possible scan issue arising from META redirect
woundedwarrior.af.mil,af.mil,Department of Defense,Air Force,www. required or site not present at targeted address
woundedwarrior.marines.mil,marines.mil,Department of Defense,Marine Corps,www. required or site not present at targeted address
wsga.sandia.gov,sandia.gov,Department of Energy,Sandia National Laboratories,www. required or site not present at targeted address
wta3.hs.nfc.usda.gov,usda.gov,U.S. Department of Agriculture,U.S. Department of Agriculture,Site Errors Out
wta4.hs.nfc.usda.gov,usda.gov,U.S. Department of Agriculture,U.S. Department of Agriculture,Site Errors Out
wv.ng.mil,ng.mil,Department of Defense,National Guard,www. required or site not present at targeted address
wvcorp.tva.gov,tva.gov,Tennessee Valley Authority,TVA IT,Site Errors Out
www-mipl.jpl.nasa.gov,nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,www. required or site not present at targeted address
www-origin.usaid.gov,usaid.gov,U.S. Agency for International Development,M/CIO,Site Errors Out
www-sdss.fnal.gov,fnal.gov,Department of Energy,Fermi National Accelerator Laboratory,www. required or site not present at targeted address
www-stken.fnal.gov,fnal.gov,Department of Energy,Fermi National Accelerator Laboratory,www. required or site not present at targeted address
www-web-search-alx.uspto.gov,uspto.gov,Department of Commerce,USPTO,www. required or site not present at targeted address
xstack.sandia.gov,sandia.gov,Department of Energy,Sandia National Laboratories,www. required or site not present at targeted address
y4y.ed.gov,ed.gov,Department of Education,Office of Chief Information Officer,www. required or site not present at targeted address
yokota.af.mil,af.mil,Department of Defense,Air Force,www. required or site not present at targeted address
youngstown.afrc.af.mil,af.mil,Department of Defense,Air Force,www. required
zfig.nichd.nih.gov,nih.gov,Department of Health and Human Services,National Institutes of Health,www. required or site not present at targeted address
