final_url,final_url_domain,final_url_website,target_url_agency_owner,target_url_bureau_owner,scan_date,dap_detected_final_url
https://asprtracie.hhs.gov/,hhs.gov,asprtracie.hhs.gov,Department of Health and Human Services,Office of the Secretary,2023-06-10T01:22:30.657Z,TRUE
https://asprwg.hhs.gov/_login/default.aspx?ReturnUrl=%2f_layouts%2f15%2fAuthenticate.aspx%3fSource%3d%252F&Source=%2F,hhs.gov,asprwg.hhs.gov,Department of Health and Human Services,Office of the Secretary,2023-06-10T02:21:02.962Z,FALSE
https://asprwgpublic.hhs.gov/Pages/default.aspx,hhs.gov,asprwgpublic.hhs.gov,Department of Health and Human Services,Office of the Secretary,2023-06-10T02:26:50.879Z,FALSE
https://aspspprox.lbd.epa.gov/,epa.gov,aspspprox.lbd.epa.gov,Environmental Protection Agency,Environmental Protection Agency,2023-06-10T01:09:20.177Z,FALSE
https://asr.arm.gov/,arm.gov,asr.arm.gov,Department of Energy,Battelle Pacific Northwest National Laboratory,2023-06-10T00:43:28.844Z,FALSE
https://asr.science.energy.gov/,energy.gov,asr.science.energy.gov,Department of Energy,"US Department of Energy, Office of the CIO",2023-06-10T02:25:44.450Z,FALSE
https://asrs.arc.nasa.gov/,nasa.gov,asrs.arc.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,2023-06-10T01:55:39.880Z,TRUE
https://assignment.uspto.gov/patent/index.html#/patent/search,uspto.gov,assignment.uspto.gov,Department of Commerce,USPTO,2023-06-10T03:20:04.236Z,TRUE
https://assurancenet.fsis.usda.gov/assurancenet/public/,usda.gov,assurancenet.fsis.usda.gov,U.S. Department of Agriculture,USDA,2023-06-10T03:10:04.220Z,FALSE
https://astereds.cr.usgs.gov/,usgs.gov,astereds.cr.usgs.gov,Department of the Interior,U.S. Geological Survey,2023-06-10T03:13:43.946Z,TRUE
https://asterweb.jpl.nasa.gov/,nasa.gov,asterweb.jpl.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,2023-06-10T01:54:39.749Z,TRUE
https://asthmabirthcohorts.niaid.nih.gov/,nih.gov,asthmabirthcohorts.niaid.nih.gov,Department of Health and Human Services,National Institutes of Health,2023-06-10T02:12:35.149Z,TRUE
https://astribe.nsopw.gov/,nsopw.gov,astribe.nsopw.gov,Department of Justice,"U.S. Department of Justice, Office of Justice Programs",2023-06-10T02:35:03.043Z,FALSE
https://astro.fnal.gov/,fnal.gov,astro.fnal.gov,Department of Energy,Fermi National Accelerator Laboratory,2023-06-10T01:17:05.906Z,FALSE
https://astrobiology.gsfc.nasa.gov/,nasa.gov,astrobiology.gsfc.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,2023-06-10T01:55:19.536Z,FALSE
https://astrobiology.nasa.gov/,nasa.gov,astrobiology.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,2023-06-10T01:55:19.492Z,FALSE
https://astrocloud.wr.usgs.gov/,usgs.gov,astrocloud.wr.usgs.gov,Department of the Interior,U.S. Geological Survey,2023-06-10T03:13:50.176Z,FALSE
https://astromaterials.jsc.nasa.gov/,nasa.gov,astromaterials.jsc.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,2023-06-10T01:54:21.091Z,TRUE
https://astropedia.astrogeology.usgs.gov/alfresco/faces/jsp/browse/browse.jsp,usgs.gov,astropedia.astrogeology.usgs.gov,Department of the Interior,U.S. Geological Survey,2023-06-10T03:13:52.111Z,FALSE
https://astrowebmaps.wr.usgs.gov/webmapatlas/Layers/maps.html,usgs.gov,astrowebmaps.wr.usgs.gov,Department of the Interior,U.S. Geological Survey,2023-06-10T03:14:16.966Z,TRUE
https://atbcstudy.cancer.gov/,cancer.gov,atbcstudy.cancer.gov,Department of Health and Human Services,National Cancer Institute,2023-06-10T00:57:10.482Z,TRUE
https://atcsim.nasa.gov/,nasa.gov,atcsim.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,2023-06-10T01:54:27.374Z,FALSE
https://atct.anl.gov/,anl.gov,atct.anl.gov,Department of Energy,Argonne National Laboratory,2023-06-10T00:28:01.214Z,FALSE
https://atcviztool.nasa.gov/,nasa.gov,atcviztool.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,2023-06-10T01:55:53.456Z,FALSE
https://atf-eregs.18f.gov/,18f.gov,atf-eregs.18f.gov,General Services Administration,"GSA, TTS",2023-06-10T03:14:54.254Z,TRUE
https://atf-eregs.app.cloud.gov/,cloud.gov,atf-eregs.app.cloud.gov,General Services Administration,"GSA, TTS",2023-06-10T00:55:40.306Z,TRUE
https://atf.usajobs.gov/,usajobs.gov,atf.usajobs.gov,Office of Personnel Management,OPM Human Resource Solutions,2023-06-10T03:08:21.375Z,TRUE
https://atfonline.gov/,atfonline.gov,atfonline.gov,Department of Justice,"Bureau of Alcohol, Tobacco, Firearms and Explosives",2023-06-10T00:43:01.775Z,FALSE
https://atlanta.feb.gov/,feb.gov,atlanta.feb.gov,Office of Personnel Management,Federal Executive Board,2023-06-10T01:14:22.051Z,FALSE
https://atlas-hllhc.docdb.bnl.gov/,bnl.gov,atlas-hllhc.docdb.bnl.gov,Department of Energy,Brookhaven National Laboratory,2023-06-10T00:44:56.469Z,FALSE
https://atlas-ug.docdb.bnl.gov/,bnl.gov,atlas-ug.docdb.bnl.gov,Department of Energy,Brookhaven National Laboratory,2023-06-10T00:43:20.760Z,FALSE
https://atlas.doe.gov/,doe.gov,atlas.doe.gov,Department of Energy,"US Department of Energy, Office of the CIO",2023-06-10T02:17:31.566Z,FALSE
https://atlaswiki.lbl.gov/login,lbl.gov,atlaswiki.lbl.gov,Department of Energy,Lawrence Berkeley National Laboratory,2023-06-10T03:36:59.870Z,FALSE
https://atlaswww.hep.anl.gov/group/,anl.gov,atlaswww.hep.anl.gov,Department of Energy,Argonne National Laboratory,2023-06-10T00:41:07.639Z,FALSE
https://atlhmscatchshares.fisheries.noaa.gov/,noaa.gov,atlhmscatchshares.fisheries.noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,2023-06-10T04:01:22.500Z,TRUE
https://atmcorr.gsfc.nasa.gov/,nasa.gov,atmcorr.gsfc.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,2023-06-10T01:41:35.596Z,TRUE
https://atmos.jpl.nasa.gov/,nasa.gov,atmos.jpl.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,2023-06-10T01:55:05.144Z,FALSE
https://atmosphere-imager.gsfc.nasa.gov/,nasa.gov,atmosphere-imager.gsfc.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,2023-06-10T00:56:58.863Z,TRUE
https://atrain.gesdisc.eosdis.nasa.gov/,nasa.gov,atrain.gesdisc.eosdis.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,2023-06-10T01:54:49.123Z,FALSE
https://atrain.nasa.gov/,nasa.gov,atrain.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,2023-06-10T01:55:15.595Z,TRUE
https://atrain.sci.gsfc.nasa.gov/,nasa.gov,atrain.sci.gsfc.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,2023-06-10T01:54:58.722Z,FALSE
https://atran.arc.nasa.gov/cgi-bin/atran/atran.cgi,nasa.gov,atran.arc.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,2023-06-10T01:55:07.282Z,FALSE
https://ats.doe.gov/#/,doe.gov,ats.doe.gov,Department of Energy,"US Department of Energy, Office of the CIO",2023-06-10T01:58:10.541Z,FALSE
https://atsdr.cdc.gov/,cdc.gov,atsdr.cdc.gov,Department of Health and Human Services,Centers For Disease Control and Prevention,2023-06-10T01:16:56.618Z,TRUE
https://attains.epa.gov/,epa.gov,attains.epa.gov,Environmental Protection Agency,Environmental Protection Agency,2023-06-10T01:10:04.513Z,FALSE
https://attainsprod.epa.gov/,epa.gov,attainsprod.epa.gov,Environmental Protection Agency,Environmental Protection Agency,2023-06-10T01:09:55.675Z,FALSE
https://atterbury.jobcorps.gov/,jobcorps.gov,atterbury.jobcorps.gov,Department of Labor,Employment and Training Administration (ETA) - Office of Job Corps,2023-06-10T01:33:46.581Z,FALSE
https://attic.gsfc.nasa.gov/,nasa.gov,attic.gsfc.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,2023-06-10T01:55:44.371Z,TRUE
https://au-piv-registration.doe.gov/,doe.gov,au-piv-registration.doe.gov,Department of Energy,"US Department of Energy, Office of the CIO",2023-06-10T01:00:57.389Z,FALSE
https://auctiondata.fcc.gov/,fcc.gov,auctiondata.fcc.gov,Federal Communications Commission,Federal Communications Commission,2023-06-10T01:12:44.300Z,FALSE
https://auctionresults.fcc.gov/,fcc.gov,auctionresults.fcc.gov,Federal Communications Commission,Federal Communications Commission,2023-06-10T01:14:11.982Z,FALSE
https://auctionsignon.fcc.gov/signon/index.htm,fcc.gov,auctionsignon.fcc.gov,Federal Communications Commission,Federal Communications Commission,2023-06-10T01:13:33.328Z,FALSE
https://auctionsignon2.fcc.gov/signon/index.htm,fcc.gov,auctionsignon2.fcc.gov,Federal Communications Commission,Federal Communications Commission,2023-06-10T01:13:52.404Z,FALSE
https://audit.lbl.gov/,lbl.gov,audit.lbl.gov,Department of Energy,Lawrence Berkeley National Laboratory,2023-06-10T03:35:30.606Z,FALSE
https://auditing.usajobs.gov/Search/Results?j=0511&s=relevance&sd=asc&p=1,usajobs.gov,auditing.usajobs.gov,Office of Personnel Management,OPM Human Resource Solutions,2023-06-10T00:32:08.923Z,TRUE
https://aura.gesdisc.eosdis.nasa.gov/,nasa.gov,aura.gesdisc.eosdis.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,2023-06-10T02:27:19.568Z,FALSE
https://aura.gsfc.nasa.gov/,nasa.gov,aura.gsfc.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,2023-06-10T01:54:06.079Z,TRUE
https://auth.cdc.gov/siteminderagent/forms/login.fcc?TYPE=33554433&REALMOID=06-298e4da9-ed38-492e-abe7-70703f703416&GUID=&SMAUTHREASON=0&METHOD=GET&SMAGENTNAME=CD98HqjCmn9Xw621WZeUAly1pi8ZJTtHT4KOD78Jr8fnUD7YNG0hR4Nj491EBsq0&TARGET=-SM-https%3a%2f%2fairc%2ecdc%2egov%2f,cdc.gov,auth.cdc.gov,Department of Health and Human Services,Centers For Disease Control and Prevention,2023-06-10T00:27:05.134Z,TRUE
https://auth.extranet.niddk.nih.gov/_login/default.aspx?ReturnUrl=%2f_layouts%2f15%2fAuthenticate.aspx%3fSource%3d%252F&Source=%2F,nih.gov,auth.extranet.niddk.nih.gov,Department of Health and Human Services,National Institutes of Health,2023-06-10T02:12:37.319Z,FALSE
https://auth.globus.org/p/login?response_type=code&scope=urn%3Aglobus%3Aauth%3Ascope%3Atransfer.api.globus.org%3Aall+openid+profile&client_id=002e4ea0-c5f1-42fb-8159-e5b8ad376a99&redirect_uri=%2Fv2%2Foauth2%2Fauthorize%3Fresponse_type%3Dcode%26scope%3Durn%253Aglobus%253Aauth%253Ascope%253Atransfer.api.globus.org%253Aall%2520openid%2520profile%26client_id%3D002e4ea0-c5f1-42fb-8159-e5b8ad376a99%26state%3D7-hvz6Ahy6Z8zcw3PNXTyKp6oh4%26redirect_uri%3Dhttps%253A%252F%252Fg-4ff909.7240e5.854f.dn.glob.us%252Fredirect%26nonce%3DUYRM00WM_ONocCUFwtJki2HmDzsiE5O_VSZFd1kBds4%26%3D%26session_message%3DYou%2520must%2520authenticate%2520with%2520an%2520identity%2520which%2520has%2520been%2520granted%2520access%2520to%2520this%2520collection.%26prompt%3Dlogin&nonce=UYRM00WM_ONocCUFwtJki2HmDzsiE5O_VSZFd1kBds4&=&session_message=You+must+authenticate+with+an+identity+which+has+been+granted+access+to+this+collection.&prompt=login,globus.org,auth.globus.org,Department of Health and Human Services,National Institutes of Health,2023-06-10T02:17:28.172Z,FALSE
https://auth.launchpad-sbx.nasa.gov/login?level=20&target=https%3A%2F%2Fauth.launchpad-sbx.nasa.gov,nasa.gov,auth.launchpad-sbx.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,2023-06-10T00:34:01.948Z,FALSE
https://auth.launchpad.nasa.gov/login?level=20&target=https%3A%2F%2Fnics.larc.nasa.gov%2F,nasa.gov,auth.launchpad.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,2023-06-10T03:28:44.535Z,FALSE
https://auth.ncats.nih.gov/,nih.gov,auth.ncats.nih.gov,Department of Health and Human Services,National Institutes of Health,2023-06-10T02:13:15.697Z,FALSE
https://auth.ncdc.noaa.gov/,noaa.gov,auth.ncdc.noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,2023-06-10T02:03:09.355Z,FALSE
https://auth.nih.gov/CertAuthV3/forms/mfa/Signin_AuthApp.aspx?TYPE=33554433&REALMOID=06-55b9e850-fd51-414c-a6dd-f7f8125a90f3&GUID=&SMAUTHREASON=0&METHOD=GET&SMAGENTNAME=nihwamwebagent&TARGET=-SM-https%3a%2f%2fauth%2enih%2egov%2fdocs%2f,nih.gov,auth.nih.gov,Department of Health and Human Services,National Institutes of Health,2023-06-10T02:06:27.081Z,FALSE
https://auth.orr.noaa.gov/auth/realms/ORR/protocol/saml?SAMLRequest=hZJfa8IwFMW%2FSsm7ptY%2F06BCtQqC26Rue9jLCPU6A03S5d667dsvqbi5F4VA4OYezvkdMkapy0qkNR1MDh81IEVfujQomocJq50RVqJCYaQGFFSIbXq%2FFkk7FpWzZAtbsgvJdYVEBEfKGhatsgl7S9JhZ7CMs7tBb76Ik0XaW87iUTLLRov5sJ%2F0WfQCDv3%2BhHm5FyHWsDJI0pAfxUm3FQ9anfgpTkQ4o1cWZZ5BGUmN6kBUoeBcesC2da5trJTtd3tsJtyBLDXyxzznZxgeKFg0twYhmFzDKU5Loqid83dL6apUhSIWLa0roGl1wvayRAjZNx5fHeF3kp7bCGa1BrcFd1QFPOfrv%2BQ7OHb%2FJ9dQltbwyiLlgFXIwKbjEFs0%2FbjpTa0GkjtJcswvZePTZ3jwnKtsYz3KdwDR8kYNYaJ2rX2zKshJg8rX4QG92efcl0wemlwNjE9Plv%2B%2F3PQH&RelayState=https%3A%2F%2Fdev3.orr.noaa.gov%2F&SigAlg=http%3A%2F%2Fwww.w3.org%2F2001%2F04%2Fxmldsig-more%23rsa-sha256&Signature=JDEFUuq3DgOPQyn5VhxOXQX20eCTwSlsX338p%2B8wMLYME1azmSPj5VlNswRLXzVYwph7B1uCuo8i3LfkSHKZw3GTWPg9YR7kAW%2FE25YmyaEaRveW5vMYzeDT%2BpMB68a9qs%2FO5xSCvIfhtT6UYWkjpeUSZb2cJlsRULmHeKxB%2Fix6UYat6CsUWXtU6Hm0tYzu7VXRC%2FH2GeffLaIf%2BK5FDzaDuw1NzsmdEZNq3Fx%2B4Gd6qOlHKIjp%2BGM9AHRwqimG2ULQD5REcKrocWwBJ%2BsIKdyXLaTXak7qyWQosZSL%2BbsIzDgHmQBfXSJLCCh%2BC%2B6g81etTVg2kwcoUWG%2BkudDEA%3D%3D,noaa.gov,auth.orr.noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,2023-06-10T02:02:10.822Z,FALSE
https://auth.scinet.usda.gov/auth/realms/scinet.usda.gov/protocol/openid-connect/auth?response_type=code&scope=openid&client_id=ceres-ood.scinet.usda.gov&state=EedK2jxKN_cKd3kSO044skxZCGc&redirect_uri=https%3A%2F%2Fceres-ood.scinet.usda.gov%2Foidc&nonce=PbAtqrRiuhP1aYWeeIofCF71m_wKobXkNduFyTUT48E,usda.gov,auth.scinet.usda.gov,U.S. Department of Agriculture,USDA,2023-06-10T02:26:19.362Z,FALSE
https://auth.sdcc.bnl.gov/auth/realms/SDCC/login-actions/authenticate?execution=32a82cdb-67a4-420c-a2e7-96d2f61032b0&client_id=webproxy1-oidc&tab_id=PI6-Uc-Q-eI,bnl.gov,auth.sdcc.bnl.gov,Department of Energy,Brookhaven National Laboratory,2023-06-10T00:45:00.782Z,FALSE
https://auth.smext.faa.gov/arcotafm/login.jsp?TYPE=33554433&REALMOID=06-960f7d9e-7a25-46db-b974-87f218781601&GUID=&SMAUTHREASON=0&METHOD=GET&SMAGENTNAME=-SM-6TCFFp2kx6887cN71RL0I9xpR8spTu6OB68SSYdhYMjAkLvqX%2fzrcEqOfgsBudJg&TARGET=-SM-https%3a%2f%2fmy%2efaa%2egov%2f,faa.gov,auth.smext.faa.gov,Department of Transportation,Federal Aviation Administration,2023-06-10T01:11:52.192Z,FALSE
https://auth.uspto.gov/app/uspto-gov_usptoteasmedia_1/exk1dgbuj1DZbWff24h7/sso/saml?SAMLRequest=fVLLbtswEPwVgXeJol5VCduAHaeogbQ2YjctfDEoibKZio9yySD5%2Byp0mziH5ETu7M4MZrETYHIwdO7dSd3yP56Dix7loICGxhR5q6hmIIAqJjlQ19Lt%2FNsNzZKUGqudbvWALigfMxgAt05ohaLVcooOvCKsKcuaZGWefy7KvKraKidtz8umqwuS1llVpCUjJYruuIWROUWj0EgH8HylwDHlRijN8jitYpLu0pxmKc3yPYqWYxqhmAusk3MGKMZsjJp4ME4nR%2F2AmTE4VPFYHcLPcQaSd4IdCOaPv0l3bPw9We6bn32fFadPGEDj56womv%2FPc6UVeMntltsH0fIftzevji96F7aLwi7WzbVcY6k7P%2FDEnEzQxHB%2Bs5i1EFBZ%2FyrWcn9fo2jzb%2BELoTqhjh%2FvujkPAf26223izXq7Q7PJszQNu7OzF%2BEJvoQn55P4Pgqulhs9iPYp%2BqKtZO59P5KQgIgu7sMo9QoMb0UveIfw7Ozw9s5mfwE%3D&RelayState=https%3A%2F%2Fteasmedia.uspto.gov%2F,uspto.gov,auth.uspto.gov,Department of Commerce,USPTO,2023-06-10T03:20:27.555Z,FALSE
https://authdev.nih.gov/,nih.gov,authdev.nih.gov,Department of Health and Human Services,National Institutes of Health,2023-06-10T02:04:27.499Z,FALSE
https://authorarranger.nci.nih.gov/#/,nih.gov,authorarranger.nci.nih.gov,Department of Health and Human Services,National Institutes of Health,2023-06-10T02:06:41.697Z,TRUE
https://authproxy.nih.gov/,nih.gov,authproxy.nih.gov,Department of Health and Human Services,National Institutes of Health,2023-06-10T02:13:13.656Z,TRUE
https://authproxydev.nih.gov/,nih.gov,authproxydev.nih.gov,Department of Health and Human Services,National Institutes of Health,2023-06-10T02:13:04.313Z,FALSE
https://authproxytest.nih.gov/,nih.gov,authproxytest.nih.gov,Department of Health and Human Services,National Institutes of Health,2023-06-10T02:06:27.384Z,TRUE
https://authtest.ha.nih.gov/index.htm,nih.gov,authtest.ha.nih.gov,Department of Health and Human Services,National Institutes of Health,2023-06-10T02:12:49.129Z,FALSE
https://authtest.nih.gov/index.htm,nih.gov,authtest.nih.gov,Department of Health and Human Services,National Institutes of Health,2023-06-10T02:23:03.991Z,FALSE
https://autoauctions.gsa.gov/GSAAutoAuctions/,gsa.gov,autoauctions.gsa.gov,General Services Administration,"GSA, IDI, ECAS II",2023-06-10T01:21:39.262Z,TRUE
https://autochoice.fas.gsa.gov/AutoChoice/Home,gsa.gov,autochoice.fas.gsa.gov,General Services Administration,"GSA, IDI, ECAS II",2023-06-10T01:22:11.034Z,TRUE
https://autovendor.fas.gsa.gov/AutoVendor/Home,gsa.gov,autovendor.fas.gsa.gov,General Services Administration,"GSA, IDI, ECAS II",2023-06-10T01:20:43.280Z,TRUE
https://av-info.faa.gov/,faa.gov,av-info.faa.gov,Department of Transportation,Federal Aviation Administration,2023-06-10T01:12:20.327Z,FALSE
https://ava.jpl.nasa.gov/,nasa.gov,ava.jpl.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,2023-06-10T01:55:06.357Z,FALSE
https://avdc.gsfc.nasa.gov/,nasa.gov,avdc.gsfc.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,2023-06-10T01:55:28.375Z,TRUE
https://avdc1.gsfc.nasa.gov/,nasa.gov,avdc1.gsfc.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,2023-06-10T01:40:29.683Z,TRUE
https://avia-abcc.ncifcrf.gov/,ncifcrf.gov,avia-abcc.ncifcrf.gov,Department of Health and Human Services,"Enterprise Information Technology, NIH",2023-06-10T02:08:24.503Z,FALSE
https://avia.abcc.ncifcrf.gov/,ncifcrf.gov,avia.abcc.ncifcrf.gov,Department of Health and Human Services,"Enterprise Information Technology, NIH",2023-06-10T02:09:25.189Z,FALSE
https://aviationsystems.arc.nasa.gov/,nasa.gov,aviationsystems.arc.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,2023-06-10T01:54:46.528Z,TRUE
