final_url,target_url_agency_owner,target_url_bureau_owner,dap_detected_final_url
https://datasharingportal.usgs.gov/,Department of the Interior,U.S. Geological Survey,TRUE
https://datatools.ahrq.gov/,Department of Health and Human Services,Agency for Healthcare Research and Quality,TRUE
https://dataverse.jpl.nasa.gov/dataverse/jor,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,FALSE
https://dataviewer.atdd.noaa.gov/,Department of Commerce,National Oceanic and Atmospheric Administration,FALSE
https://dataviz.ahrq.gov/#/signin,Department of Health and Human Services,Agency for Healthcare Research and Quality,FALSE
https://dataweb.usitc.gov/,United States International Trade Commission,OCIO,FALSE
https://dats.ors.od.nih.gov/,Department of Health and Human Services,National Institutes of Health,FALSE
https://david.ncifcrf.gov/,Department of Health and Human Services,"Enterprise Information Technology, NIH",FALSE
https://davidlcarrasco.jobcorps.gov/,Department of Labor,Employment and Training Administration (ETA) - Office of Job Corps,FALSE
https://davis.lbl.gov/,Department of Energy,Lawrence Berkeley National Laboratory,FALSE
https://dawn.samhsa.gov/#/login,Department of Health and Human Services,Substance Abuse and Mental Health Services Administration,FALSE
https://dayabay.bnl.gov/,Department of Energy,Brookhaven National Laboratory,FALSE
https://daymet.ornl.gov/,Department of Energy,Oak Ridge National Laboratory,TRUE
https://db.arm.gov/,Department of Energy,Battelle Pacific Northwest National Laboratory,FALSE
https://dbb.defense.gov/,Department of Defense,Defense Media Activity,TRUE
https://dbdgateway.cdc.gov/,Department of Health and Human Services,Centers For Disease Control and Prevention,FALSE
https://dbgap.ncbi.nlm.nih.gov/aa/wga.cgi?page=login,Department of Health and Human Services,National Institutes of Health,TRUE
https://dbmws.freqcoord.ntia.doc.gov/,Department of Commerce,Office of the Chief Information Officer,FALSE
https://dbps.aoml.noaa.gov/,Department of Commerce,National Oceanic and Atmospheric Administration,FALSE
https://dbweb0.fnal.gov/redirector/index.html,Department of Energy,Fermi National Accelerator Laboratory,FALSE
https://dc3asaone.nlrb.gov/CACHE/sdesktop/install/start.htm,National Labor Relations Board,National Labor Relations Board,FALSE
https://dcas.state.gov/dcas_home/home.html,Department of State,Bureau of Global Public Affairs (GPA),FALSE
https://dccfedtalent.ibc.doi.gov/login/index.php,Department of the Interior,Office of the Chief Information Officer,FALSE
https://dccps-ws.nci.nih.gov/ddpws/,Department of Health and Human Services,National Institutes of Health,FALSE
https://dcd.hud.gov/UI/Login.asp?db_profile=specplus,Department of Housing and Urban Development,Web Master  Pulic Affair,FALSE
https://dcdt30.healthit.gov/,Department of Health and Human Services,"Office of the National Coordinator, Office of the Secretary",FALSE
https://dcdt31.healthit.gov/,Department of Health and Human Services,"Office of the National Coordinator, Office of the Secretary",FALSE
https://dceg-prod-acsf.cancer.gov/,Department of Health and Human Services,National Cancer Institute,TRUE
https://dceg.cancer.gov/,Department of Health and Human Services,National Cancer Institute,TRUE
https://dceg2.cancer.gov/,Department of Health and Human Services,National Cancer Institute,TRUE
https://dcfs.ntia.doc.gov/login.cfm?CFID=5031072&CFTOKEN=c196451d63bc45a5-5C2ED12B-9821-972F-5EAEF62D7ACCBCF9,Department of Commerce,Office of the Chief Information Officer,FALSE
https://dcipher.cdc.gov/multipass/login/all,Department of Health and Human Services,Centers For Disease Control and Prevention,FALSE
https://dcips.defense.gov/,Department of Defense,Defense Media Activity,TRUE
https://dcma.usajobs.gov/,Office of Personnel Management,OPM Human Resource Solutions,TRUE
https://dcomm1765npomerol.ecfr.gov/,Government Publishing Office,US Government Publishing Office,TRUE
https://dcomm2065.ecfr.gov/,Government Publishing Office,US Government Publishing Office,TRUE
https://dcp.psc.gov/ccmis/,Department of Health and Human Services,"Program Support Center, Office of the Secretary",TRUE
https://dcprotool.lbl.gov/,Department of Energy,Lawrence Berkeley National Laboratory,FALSE
https://dcptools.cancer.gov/,Department of Health and Human Services,National Cancer Institute,FALSE
https://dcrds.denali.gov/,Denali Commission,Denali Commission,FALSE
https://dcs.arc.nasa.gov/,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE
https://dcs.faa.gov/,Department of Transportation,Federal Aviation Administration,FALSE
https://dcs1.noaa.gov/,Department of Commerce,National Oceanic and Atmospheric Administration,FALSE
https://dcs2.noaa.gov/,Department of Commerce,National Oceanic and Atmospheric Administration,FALSE
https://dcs3.noaa.gov/,Department of Commerce,National Oceanic and Atmospheric Administration,FALSE
https://dcs4.noaa.gov/,Department of Commerce,National Oceanic and Atmospheric Administration,FALSE
https://dcsweb12.arc.nasa.gov/,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE
https://dcsweb21.arc.nasa.gov/,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE
https://dcsweb22.arc.nasa.gov/,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE
https://dctd.cancer.gov/,Department of Health and Human Services,National Cancer Institute,TRUE
https://dctddataserver.nci.nih.gov/,Department of Health and Human Services,National Institutes of Health,FALSE
https://dctdodproject.nci.nih.gov/_login/default.aspx?ReturnUrl=%2f_layouts%2f15%2fAuthenticate.aspx%3fSource%3d%252F&Source=%2F,Department of Health and Human Services,National Institutes of Health,FALSE
https://dd.pppl.gov/,Department of Energy,Princeton Plasma Physics Lab,FALSE
https://ddc.hud.gov/UI/Login.asp?db_profile=specplus,Department of Housing and Urban Development,Web Master  Pulic Affair,FALSE
https://ddt-vehss.cdc.gov/,Department of Health and Human Services,Centers For Disease Control and Prevention,TRUE
https://ddtrb.larc.nasa.gov/,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE
https://ddtsweb.pnnl.gov/,Department of Energy,Pacific Northwest National Laboratory,FALSE
https://de.eftps.gov/dataexchange/,Department of the Treasury,Department of the Treasury - IRS,FALSE
https://dea.usajobs.gov/,Office of Personnel Management,OPM Human Resource Solutions,TRUE
https://deadiversion.usdoj.gov/,Department of Justice,Office of the Chief Information Officer,TRUE
https://deaecom.gov/,Department of Justice,Drug Enforcement Administration,FALSE
https://deainfo.nci.nih.gov/,Department of Health and Human Services,National Institutes of Health,TRUE
https://deais.nci.nih.gov/,Department of Health and Human Services,National Institutes of Health,FALSE
https://deajobs.usajobs.gov/Search/Results?a=DJ06&p=1,Office of Personnel Management,OPM Human Resource Solutions,TRUE
https://dean.star.bnl.gov/,Department of Energy,Brookhaven National Laboratory,FALSE
https://deasil.usdoj.gov/cas/login?service=https%3A%2F%2Fdeasil.usdoj.gov%2FDEASIL%2F,Department of Justice,Office of the Chief Information Officer,FALSE
https://dec.usaid.gov/dec/home/Default.aspx,U.S. Agency for International Development,M/CIO,FALSE
https://decisionmakers.training.nij.gov/usermanagement/login_form?came_from=https%3A//decisionmakers.training.nij.gov/&retry=&disable_cookie_login__=1&page_n=0&page_nm=,Department of Justice,Office of Justice Programs,TRUE
https://declassification.blogs.archives.gov/,National Archives and Records Administration,National Archives and Records Administration,TRUE
https://decm.faa.gov/,Department of Transportation,Federal Aviation Administration,FALSE
https://dectest.usaid.gov/dec/home/Default.aspx,U.S. Agency for International Development,M/CIO,FALSE
https://deepseacoraldata.noaa.gov/,Department of Commerce,National Oceanic and Atmospheric Administration,FALSE
https://deepwater.boem.gov/,Department of the Interior,Minerals Management Service,FALSE
https://defaultreasonings2.ecfr.gov/,Government Publishing Office,US Government Publishing Office,TRUE
https://del.cms.gov/DELWeb/pubHome,Department of Health and Human Services,Centers for Medicare and Medicaid Services,FALSE
https://delivery.fbi.gov/,Department of Justice,FBI,FALSE
https://dellweb.bfa.nsf.gov/,National Science Foundation,National Science Foundation,FALSE
https://deltax.jpl.nasa.gov/,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE
https://dementia.cindrr.research.va.gov/,Department of Veterans Affairs,"Office of Information and Technology, IT Operations and Services (ITOPS)",TRUE
https://demo.research.gov/404.html,National Science Foundation,National Science Foundation,FALSE
https://democraticleader.house.gov/,The Legislative Branch,US House of Representatives,FALSE
https://democraticwhip.house.gov/,The Legislative Branch,US House of Representatives,FALSE
https://dems.ors.od.nih.gov/,Department of Health and Human Services,National Institutes of Health,FALSE
https://demystifyingmedicine.od.nih.gov/,Department of Health and Human Services,National Institutes of Health,FALSE
https://den-gw.usap.gov/global-protect/login.esp,National Science Foundation,"National Science Foundation, Office of Polar Programs",FALSE
https://dengueforecasting.noaa.gov/,Department of Commerce,National Oceanic and Atmospheric Administration,FALSE
https://denosumab.ctss.nih.gov/,Department of Health and Human Services,National Institutes of Health,FALSE
https://denvervpn.fmshrc.gov/+CSCOE+/logon.html#form_title_text,Federal Mine Safety and Health Review Commission,Federal Mine Safety & Health Review Commission,FALSE
https://department.va.gov/,Department of Veterans Affairs,"Office of Information and Technology, IT Operations and Services (ITOPS)",TRUE
https://depot.tbportals.niaid.nih.gov/#/home,Department of Health and Human Services,National Institutes of Health,FALSE
https://derisking-guide.18f.gov/,General Services Administration,"GSA, TTS",TRUE
https://descanso.jpl.nasa.gov/,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,FALSE
https://desertpacific.va.gov/,Department of Veterans Affairs,"Office of Information and Technology, IT Operations and Services (ITOPS)",TRUE
https://design.cms.gov/?theme=core,Department of Health and Human Services,Centers for Medicare and Medicaid Services,FALSE
https://designee.faa.gov/#/login,Department of Transportation,Federal Aviation Administration,FALSE
https://designsystem.digital.gov/,General Services Administration,"GSA, TTS",TRUE
https://designsystem.niaid.nih.gov/,Department of Health and Human Services,National Institutes of Health,TRUE
https://desktop.vdi.doe.gov/logon/LogonPoint/index.html,Department of Energy,"US Department of Energy, Office of the CIO",FALSE
https://detectors.fnal.gov/,Department of Energy,Fermi National Accelerator Laboratory,FALSE
https://detectors.gsfc.nasa.gov/,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,FALSE
https://detroit.jobcorps.gov/,Department of Labor,Employment and Training Administration (ETA) - Office of Job Corps,FALSE
https://dev-03-drupal-climate.woc.noaa.gov/,Department of Commerce,National Oceanic and Atmospheric Administration,TRUE
https://dev-04-drupal-climate.woc.noaa.gov/,Department of Commerce,National Oceanic and Atmospheric Administration,TRUE
https://dev-admin.foia.gov/,Department of Justice,"Department of Justice, Office of e-Government",FALSE
https://dev-api.va.gov/,Department of Veterans Affairs,"Office of Information and Technology, IT Operations and Services (ITOPS)",FALSE
https://dev-api2.foia.gov/,Department of Justice,"Department of Justice, Office of e-Government",FALSE
https://dev-blog-nrrd.app.cloud.gov/,General Services Administration,"GSA, TTS",TRUE
https://dev-developer.va.gov/,Department of Veterans Affairs,"Office of Information and Technology, IT Operations and Services (ITOPS)",TRUE
https://dev-drupal9-climate.woc.noaa.gov/,Department of Commerce,National Oceanic and Atmospheric Administration,TRUE
https://dev-myatocareer.faa.gov/index.html,Department of Transportation,Federal Aviation Administration,FALSE
https://dev-nrrd.app.cloud.gov/,General Services Administration,"GSA, TTS",TRUE
https://dev-onrr-frontend.app.cloud.gov/,General Services Administration,"GSA, TTS",TRUE
https://dev-webfcr.faa.gov/,Department of Transportation,Federal Aviation Administration,FALSE
https://dev-west-www-wpc.woc.noaa.gov/#page=ovw,Department of Commerce,National Oceanic and Atmospheric Administration,TRUE
https://dev-www-goesr.woc.noaa.gov/,Department of Commerce,National Oceanic and Atmospheric Administration,TRUE
https://dev-www.foia.gov/,Department of Justice,"Department of Justice, Office of e-Government",FALSE
https://dev2.simplereport.gov/,Department of Health and Human Services,Centers for Disease Control and Prevention,TRUE
https://dev2.usich.gov/,United States Interagency Council on Homelessness,United States Interagency Council on Homelessness,FALSE
https://dev3.simplereport.gov/,Department of Health and Human Services,Centers for Disease Control and Prevention,TRUE
